GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
DSCR8	HsaALTD0002045-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DSCR8	HsaALTD0002045-2/2	257	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRK6	HsaALTD0002896-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GRK6	HsaALTD0002896-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AKR1B10	HsaALTD0000235-1/2	0	NA	Fail	100.00	Fail	100.00	Pass	100.00	Pass
AKR1B10	HsaALTD0000235-2/2	58	NA	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SFI1	HsaALTD0005822-1/2	0	100.00	Fail	NA	Fail	NA	Fail	0.00	Fail
SFI1	HsaALTD0005822-2/2	2	0.00	Fail	NA	Fail	NA	Fail	100.00	Fail
ADH4	HsaALTD0000172-1/2	0	NA	Fail	NA	Fail	100.00	Fail	84.75	Pass
ADH4	HsaALTD0000172-2/2	8	NA	Fail	NA	Fail	0.00	Fail	15.25	Pass
ZNF248	HsaALTD0007397-1/2	0	NA	Fail	100.00	Fail	0.00	Fail	25.00	Fail
ZNF248	HsaALTD0007397-2/2	240	NA	Fail	0.00	Fail	100.00	Fail	75.00	Fail
LPAR1	HsaALTD0003633-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
LPAR1	HsaALTD0003633-2/2	8	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
MB	HsaALTD0003795-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MB	HsaALTD0003795-2/2	86	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SVIP	HsaALTD0006326-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
SVIP	HsaALTD0006326-2/2	38	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
TFDP1	HsaALTD0006472-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
TFDP1	HsaALTD0006472-2/2	12	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TFDP1	HsaALTD0006473-1/2	0	99.47	Pass	99.36	Fail	100.00	Pass	100.00	Pass
TFDP1	HsaALTD0006473-2/2	161	0.53	Pass	0.64	Fail	0.00	Pass	0.00	Pass
ZNF334	HsaALTD0007425-1/2	0	NA	Fail	NA	Fail	70.59	Fail	100.00	Fail
ZNF334	HsaALTD0007425-2/2	50	NA	Fail	NA	Fail	29.41	Fail	0.00	Fail
KIAA0467	HsaALTD0003440-1/2	0	6.67	Pass	3.25	Pass	0.00	Fail	26.96	Fail
KIAA0467	HsaALTD0003440-2/2	80	93.33	Pass	96.75	Pass	100.00	Fail	73.04	Fail
QRICH1	HsaALTD0005209-1/2	0	98.91	Pass	99.44	Pass	100.00	Pass	100.00	Pass
QRICH1	HsaALTD0005209-2/2	18	1.09	Pass	0.56	Pass	0.00	Pass	0.00	Pass
QRICH1	HsaALTD0005210-1/2	0	100.00	Pass	98.56	Pass	98.57	Pass	100.00	Pass
QRICH1	HsaALTD0005210-2/2	221	0.00	Pass	1.44	Pass	1.43	Pass	0.00	Pass
CSF2RA	HsaALTD0001696-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CSF2RA	HsaALTD0001696-2/2	24	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DDX42	HsaALTD0001854-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.58	Pass
DDX42	HsaALTD0001854-2/2	125	100.00	Pass	100.00	Pass	100.00	Pass	99.42	Pass
SLC29A3	HsaALTD0005989-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SLC29A3	HsaALTD0005989-2/2	421	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SLC29A3	HsaALTD0005990-1/2	0	86.96	Pass	96.83	Pass	95.00	Pass	96.25	Pass
SLC29A3	HsaALTD0005990-2/2	6	13.04	Pass	3.17	Pass	5.00	Pass	3.75	Pass
UBL5	HsaALTD0006994-1/3	0	0.06	Pass	0.02	Pass	0.00	Pass	0.06	Pass
UBL5	HsaALTD0006994-2/3	17	99.28	Pass	99.03	Pass	98.12	Pass	97.76	Pass
UBL5	HsaALTD0006994-3/3	97	0.66	Pass	0.94	Pass	1.88	Pass	2.19	Pass
UBL5	HsaALTD0006995-1/2	0	25.00	Fail	33.33	Fail	0.00	Pass	0.00	Fail
UBL5	HsaALTD0006995-2/2	13	75.00	Fail	66.67	Fail	100.00	Pass	100.00	Fail
UCKL1	HsaALTD0007016-1/2	0	4.29	Pass	5.13	Pass	7.03	Pass	9.61	Pass
UCKL1	HsaALTD0007016-2/2	26	95.71	Pass	94.87	Pass	92.97	Pass	90.39	Pass
UCKL1	HsaALTD0007017-1/2	0	1.75	Pass	0.00	Pass	1.13	Pass	1.40	Pass
UCKL1	HsaALTD0007017-2/2	23	98.25	Pass	100.00	Pass	98.87	Pass	98.60	Pass
UCKL1	HsaALTD0007018-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
UCKL1	HsaALTD0007018-2/2	45	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZNF485	HsaALTD0007453-1/3	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ZNF485	HsaALTD0007453-2/3	5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF485	HsaALTD0007453-3/3	22	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ZIM2	HsaALTD0007352-1/2	0	NA	Fail	NA	Fail	0.00	Pass	0.00	Pass
ZIM2	HsaALTD0007352-2/2	3	NA	Fail	NA	Fail	100.00	Pass	100.00	Pass
SDAD1	HsaALTD0005713-1/2	0	94.90	Fail	70.09	Fail	98.80	Pass	92.58	Pass
SDAD1	HsaALTD0005713-2/2	56	5.10	Fail	29.91	Fail	1.20	Pass	7.42	Pass
ZNF192	HsaALTD0007382-1/2	0	86.00	Pass	95.00	Pass	93.83	Pass	88.37	Pass
ZNF192	HsaALTD0007382-2/2	14	14.00	Pass	5.00	Pass	6.17	Pass	11.63	Pass
FAM109A	HsaALTD0002365-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
FAM109A	HsaALTD0002365-2/2	4	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PIM3	HsaALTD0004778-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PIM3	HsaALTD0004778-2/2	39	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ASNA1	HsaALTD0000515-1/2	0	0.27	Pass	0.00	Pass	0.66	Pass	0.00	Pass
ASNA1	HsaALTD0000515-2/2	8	99.73	Pass	100.00	Pass	99.34	Pass	100.00	Pass
ASPH	HsaALTD0000517-1/2	0	0.00	Fail	0.00	Fail	23.60	Fail	33.98	Fail
ASPH	HsaALTD0000517-2/2	114	100.00	Fail	100.00	Fail	76.40	Fail	66.02	Fail
ASPH	HsaALTD0000518-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ASPH	HsaALTD0000518-2/2	16	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ASPH	HsaALTD0000519-1/2	0	0.00	Pass	0.00	Fail	1.05	Pass	0.68	Pass
ASPH	HsaALTD0000519-2/2	13	100.00	Pass	100.00	Fail	98.95	Pass	99.32	Pass
ZNF26	HsaALTD0007399-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	66.67	Fail
ZNF26	HsaALTD0007399-2/2	51	100.00	Fail	NA	Fail	100.00	Fail	33.33	Fail
MGEA5	HsaALTD0003906-1/2	0	1.69	Pass	0.00	Pass	0.00	Pass	1.40	Pass
MGEA5	HsaALTD0003906-2/2	94	98.31	Pass	100.00	Pass	100.00	Pass	98.60	Pass
FAM115A	HsaALTD0002372-1/3	0	19.63	Pass	10.87	Pass	4.28	Pass	9.20	Pass
FAM115A	HsaALTD0002372-2/3	47	39.25	Pass	34.78	Pass	5.88	Pass	10.80	Pass
FAM115A	HsaALTD0002372-3/3	113	41.12	Pass	54.35	Pass	89.84	Pass	80.00	Pass
FAM115A	HsaALTD0002373-1/2	0	77.50	Pass	90.32	Pass	68.87	Pass	77.24	Pass
FAM115A	HsaALTD0002373-2/2	26	22.50	Pass	9.68	Pass	31.13	Pass	22.76	Pass
TXNRD1	HsaALTD0006938-1/2	0	57.87	Fail	34.00	Fail	0.00	Fail	0.00	Fail
TXNRD1	HsaALTD0006938-2/2	149	42.13	Fail	66.00	Fail	100.00	Fail	100.00	Fail
TXNRD1	HsaALTD0006939-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TXNRD1	HsaALTD0006939-2/2	17	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZNF568	HsaALTD0007470-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF568	HsaALTD0007470-2/2	2	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TPM2	HsaALTD0006723-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TPM2	HsaALTD0006723-2/2	72	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
TPM2	HsaALTD0006724-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TPM2	HsaALTD0006724-2/2	29	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZNF808	HsaALTD0007520-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF808	HsaALTD0007520-2/2	198	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
YTHDF2	HsaALTD0007284-1/2	0	85.11	Pass	90.91	Pass	45.90	Fail	73.68	Fail
YTHDF2	HsaALTD0007284-2/2	32	14.89	Pass	9.09	Pass	54.10	Fail	26.32	Fail
YTHDF2	HsaALTD0007285-1/2	0	1.21	Pass	1.15	Pass	0.29	Pass	0.66	Pass
YTHDF2	HsaALTD0007285-2/2	9	98.79	Pass	98.85	Pass	99.71	Pass	99.34	Pass
C4orf43	HsaALTD0001016-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	90.91	Fail
C4orf43	HsaALTD0001016-2/2	32	0.00	Fail	0.00	Fail	0.00	Fail	9.09	Fail
ZNF511	HsaALTD0007458-1/2	0	4.72	Pass	4.80	Pass	3.14	Pass	0.97	Pass
ZNF511	HsaALTD0007458-2/2	59	95.28	Pass	95.20	Pass	96.86	Pass	99.03	Pass
ZNF511	HsaALTD0007459-1/2	0	13.27	Pass	9.01	Pass	9.64	Pass	9.63	Pass
ZNF511	HsaALTD0007459-2/2	25	86.73	Pass	90.99	Pass	90.36	Pass	90.37	Pass
CTNND1	HsaALTD0001726-1/2	0	87.42	Pass	88.40	Pass	91.04	Pass	78.62	Pass
CTNND1	HsaALTD0001726-2/2	73	12.58	Pass	11.60	Pass	8.96	Pass	21.38	Pass
BAT1	HsaALTD0000651-1/3	0	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
BAT1	HsaALTD0000651-2/3	75	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail
BAT1	HsaALTD0000651-3/3	78	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
LRBA	HsaALTD0003643-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
LRBA	HsaALTD0003643-2/2	173	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
CALM1	HsaALTD0001122-1/2	0	37.50	Fail	100.00	Fail	100.00	Fail	100.00	Fail
CALM1	HsaALTD0001122-2/2	101	62.50	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TTC37	HsaALTD0006880-1/2	0	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
TTC37	HsaALTD0006880-2/2	55	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
TTC37	HsaALTD0006881-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TTC37	HsaALTD0006881-2/2	58	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TTC37	HsaALTD0006882-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
TTC37	HsaALTD0006882-2/2	52	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
SLC9A6	HsaALTD0006050-1/2	0	14.29	Fail	8.33	Fail	0.00	Fail	0.00	Fail
SLC9A6	HsaALTD0006050-2/2	96	85.71	Fail	91.67	Fail	100.00	Fail	100.00	Fail
IPO9	HsaALTD0003301-1/2	0	0.00	Pass	0.00	Pass	0.30	Pass	0.00	Pass
IPO9	HsaALTD0003301-2/2	11	100.00	Pass	100.00	Pass	99.70	Pass	100.00	Pass
C1orf85	HsaALTD0000917-1/2	0	99.48	Pass	99.78	Pass	99.20	Pass	100.00	Pass
C1orf85	HsaALTD0000917-2/2	83	0.52	Pass	0.22	Pass	0.80	Pass	0.00	Pass
ANKRD13B	HsaALTD0000321-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
ANKRD13B	HsaALTD0000321-2/2	10	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
ANKRD13B	HsaALTD0000322-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
ANKRD13B	HsaALTD0000322-2/2	111	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
ANKRD13B	HsaALTD0000323-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
ANKRD13B	HsaALTD0000323-2/2	68	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
LDB1	HsaALTD0003570-1/2	0	46.77	Pass	48.06	Pass	28.93	Pass	41.88	Pass
LDB1	HsaALTD0003570-2/2	6	53.23	Pass	51.94	Pass	71.07	Pass	58.12	Pass
SMOC1	HsaALTD0006084-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SMOC1	HsaALTD0006084-2/2	66	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
AL117209.2	HsaALTD0000245-1/2	0	0.27	Pass	0.53	Pass	0.00	Pass	0.82	Pass
AL117209.2	HsaALTD0000245-2/2	21	99.73	Pass	99.47	Pass	100.00	Pass	99.18	Pass
PLXNB3	HsaALTD0004884-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
PLXNB3	HsaALTD0004884-2/2	61	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
PLXNB3	HsaALTD0004885-1/2	0	1.02	Pass	1.65	Pass	0.00	Fail	0.00	Fail
PLXNB3	HsaALTD0004885-2/2	16	98.98	Pass	98.35	Pass	100.00	Fail	100.00	Fail
RPL10A	HsaALTD0005508-1/2	0	100.00	Pass	99.99	Pass	99.99	Pass	99.99	Pass
RPL10A	HsaALTD0005508-2/2	157	0.00	Pass	0.01	Pass	0.01	Pass	0.01	Pass
FAM169A	HsaALTD0002407-1/2	0	NA	Fail	NA	Fail	8.00	Pass	7.14	Pass
FAM169A	HsaALTD0002407-2/2	69	NA	Fail	NA	Fail	92.00	Pass	92.86	Pass
CNOT7	HsaALTD0001510-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CNOT7	HsaALTD0001510-2/2	26	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TMEM184B	HsaALTD0006623-1/2	0	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
TMEM184B	HsaALTD0006623-2/2	21	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail
ALPK2	HsaALTD0000279-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ALPK2	HsaALTD0000279-2/2	50	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
ALPK2	HsaALTD0000280-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALPK2	HsaALTD0000280-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LRIG2	HsaALTD0003649-1/2	0	0.00	Fail	33.33	Fail	50.00	Fail	11.11	Fail
LRIG2	HsaALTD0003649-2/2	50	100.00	Fail	66.67	Fail	50.00	Fail	88.89	Fail
GRM3	HsaALTD0002899-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRM3	HsaALTD0002899-2/2	99	NA	Fail	NA	Fail	NA	Fail	NA	Fail
INPP5F	HsaALTD0003272-1/2	0	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail
INPP5F	HsaALTD0003272-2/2	295	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail
HMGN2	HsaALTD0003068-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HMGN2	HsaALTD0003068-2/2	58	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DENND4B	HsaALTD0001888-1/2	0	6.28	Pass	5.72	Fail	6.49	Fail	11.47	Fail
DENND4B	HsaALTD0001888-2/2	4	93.72	Pass	94.28	Fail	93.51	Fail	88.53	Fail
DENND4B	HsaALTD0001889-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DENND4B	HsaALTD0001889-2/3	15	1.83	Pass	3.60	Pass	1.95	Pass	2.35	Pass
DENND4B	HsaALTD0001889-3/3	19	98.17	Pass	96.40	Pass	98.05	Pass	97.65	Pass
RP11-392O18.1	HsaALTD0005487-1/2	0	100.00	Fail	0.00	Fail	49.28	Fail	79.53	Fail
RP11-392O18.1	HsaALTD0005487-2/2	187	0.00	Fail	100.00	Fail	50.72	Fail	20.47	Fail
RP11-392O18.1	HsaALTD0005488-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
RP11-392O18.1	HsaALTD0005488-2/2	125	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
RNF160	HsaALTD0005442-1/2	0	93.75	Fail	100.00	Fail	80.85	Pass	92.31	Fail
RNF160	HsaALTD0005442-2/2	61	6.25	Fail	0.00	Fail	19.15	Pass	7.69	Fail
GRK5	HsaALTD0002895-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GRK5	HsaALTD0002895-2/2	77	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SFMBT2	HsaALTD0005823-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SFMBT2	HsaALTD0005823-2/2	16	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SFMBT2	HsaALTD0005824-1/2	0	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
SFMBT2	HsaALTD0005824-2/2	57	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
PNMA5	HsaALTD0004902-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PNMA5	HsaALTD0004902-2/2	14	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SMC5	HsaALTD0006078-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
SMC5	HsaALTD0006078-2/2	14	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
PRC1	HsaALTD0005029-1/2	0	32.44	Pass	38.50	Pass	43.96	Pass	48.41	Pass
PRC1	HsaALTD0005029-2/2	77	67.56	Pass	61.50	Pass	56.04	Pass	51.59	Pass
PRC1	HsaALTD0005030-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PRC1	HsaALTD0005030-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
BHLHB9	HsaALTD0000706-1/2	0	68.18	Pass	96.15	Pass	100.00	Fail	100.00	Fail
BHLHB9	HsaALTD0000706-2/2	4	31.82	Pass	3.85	Pass	0.00	Fail	0.00	Fail
BHLHB9	HsaALTD0000707-1/2	0	15.38	Fail	38.46	Fail	60.00	Fail	0.00	Fail
BHLHB9	HsaALTD0000707-2/2	64	84.62	Fail	61.54	Fail	40.00	Fail	100.00	Fail
L1CAM	HsaALTD0003530-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
L1CAM	HsaALTD0003530-2/2	69	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
C1orf174	HsaALTD0000901-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
C1orf174	HsaALTD0000901-2/2	38	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
C9orf114	HsaALTD0001075-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
C9orf114	HsaALTD0001075-2/2	49	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DZIP3	HsaALTD0002084-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DZIP3	HsaALTD0002084-2/2	14	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ATG9A	HsaALTD0000553-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ATG9A	HsaALTD0000553-2/2	75	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATG9A	HsaALTD0000554-1/2	0	5.45	Pass	3.68	Pass	4.23	Pass	4.43	Pass
ATG9A	HsaALTD0000554-2/2	59	94.55	Pass	96.32	Pass	95.77	Pass	95.57	Pass
NAGA	HsaALTD0004163-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NAGA	HsaALTD0004163-2/2	67	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SMG5	HsaALTD0006082-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SMG5	HsaALTD0006082-2/2	34	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TGM2	HsaALTD0006490-1/2	0	80.00	Fail	42.86	Fail	NA	Fail	NA	Fail
TGM2	HsaALTD0006490-2/2	32	20.00	Fail	57.14	Fail	NA	Fail	NA	Fail
TGM2	HsaALTD0006491-1/2	0	0.08	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TGM2	HsaALTD0006491-2/2	87	99.92	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ARMCX6	HsaALTD0000475-1/2	0	33.33	Pass	75.76	Pass	41.67	Fail	33.33	Fail
ARMCX6	HsaALTD0000475-2/2	9	66.67	Pass	24.24	Pass	58.33	Fail	66.67	Fail
PJA2	HsaALTD0004796-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PJA2	HsaALTD0004796-2/2	27	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AC131157.4	HsaALTD0000084-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AC131157.4	HsaALTD0000084-2/2	40	NA	Fail	NA	Fail	NA	Fail	NA	Fail
INF2	HsaALTD0003259-1/2	0	1.56	Pass	0.00	Pass	0.00	Pass	0.00	Pass
INF2	HsaALTD0003259-2/2	3	98.44	Pass	100.00	Pass	100.00	Pass	100.00	Pass
INF2	HsaALTD0003260-1/2	0	0.73	Pass	0.75	Pass	1.73	Pass	0.00	Pass
INF2	HsaALTD0003260-2/2	24	99.27	Pass	99.25	Pass	98.27	Pass	100.00	Pass
C1orf53	HsaALTD0000914-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
C1orf53	HsaALTD0000914-2/2	63	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
CENPW	HsaALTD0001364-1/2	0	96.94	Pass	97.65	Pass	92.22	Pass	94.92	Pass
CENPW	HsaALTD0001364-2/2	45	3.06	Pass	2.35	Pass	7.78	Pass	5.08	Pass
PPAPDC1A	HsaALTD0004965-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
PPAPDC1A	HsaALTD0004965-2/2	59	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
GDI1	HsaALTD0002747-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GDI1	HsaALTD0002747-2/2	27	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SAMD13	HsaALTD0005652-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SAMD13	HsaALTD0005652-2/2	213	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EFCAB7	HsaALTD0002127-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
EFCAB7	HsaALTD0002127-2/2	65	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
LCN6	HsaALTD0003568-1/4	0	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
LCN6	HsaALTD0003568-2/4	21	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
LCN6	HsaALTD0003568-3/4	60	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
LCN6	HsaALTD0003568-4/4	175	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
GLT6D1	HsaALTD0002783-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GLT6D1	HsaALTD0002783-2/2	44	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAF3IP1	HsaALTD0006745-1/2	0	100.00	Pass	100.00	Fail	97.92	Pass	100.00	Fail
TRAF3IP1	HsaALTD0006745-2/2	28	0.00	Pass	0.00	Fail	2.08	Pass	0.00	Fail
GIGYF2	HsaALTD0002769-1/2	0	98.35	Pass	100.00	Pass	100.00	Pass	98.87	Pass
GIGYF2	HsaALTD0002769-2/2	53	1.65	Pass	0.00	Pass	0.00	Pass	1.13	Pass
GIGYF2	HsaALTD0002770-1/2	0	65.35	Fail	51.47	Fail	83.17	Fail	58.80	Fail
GIGYF2	HsaALTD0002770-2/2	24	34.65	Fail	48.53	Fail	16.83	Fail	41.20	Fail
RUFY2	HsaALTD0005632-1/2	0	20.00	Fail	0.00	Fail	NA	Fail	NA	Fail
RUFY2	HsaALTD0005632-2/2	152	80.00	Fail	100.00	Fail	NA	Fail	NA	Fail
ASAH2B	HsaALTD0000499-1/2	0	58.28	Pass	79.06	Pass	66.04	Pass	81.15	Pass
ASAH2B	HsaALTD0000499-2/2	19	41.72	Pass	20.94	Pass	33.96	Pass	18.85	Pass
AGAP6	HsaALTD0000193-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AGAP6	HsaALTD0000193-2/2	50	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C10orf128	HsaALTD0000778-1/2	0	100.00	Pass	100.00	Fail	NA	Fail	NA	Fail
C10orf128	HsaALTD0000778-2/2	424	0.00	Pass	0.00	Fail	NA	Fail	NA	Fail
DAXX	HsaALTD0001803-1/2	0	0.00	Pass	0.79	Pass	0.00	Pass	0.00	Pass
DAXX	HsaALTD0001803-2/2	351	100.00	Pass	99.21	Pass	100.00	Pass	100.00	Pass
TCEA3	HsaALTD0006418-1/2	0	NA	Fail	0.00	Fail	39.60	Pass	44.65	Pass
TCEA3	HsaALTD0006418-2/2	2	NA	Fail	100.00	Fail	60.40	Pass	55.35	Pass
HLA-DOA	HsaALTD0003051-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HLA-DOA	HsaALTD0003051-2/2	43	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BRD2	HsaALTD0000739-1/3	0	2.81	Pass	5.51	Pass	6.04	Pass	2.51	Pass
BRD2	HsaALTD0000739-2/3	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
BRD2	HsaALTD0000739-3/3	74	97.19	Pass	94.49	Pass	93.96	Pass	97.49	Pass
BRD2	HsaALTD0000740-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
BRD2	HsaALTD0000740-2/2	24	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
COL5A2	HsaALTD0001568-1/2	0	0.00	Pass	0.00	Fail	NA	Fail	NA	Fail
