GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
ZNF276	HsaALTD0007406-1/2	0	40.91	Pass	37.04	Pass	48.00	Pass	56.82	Pass
ZNF276	HsaALTD0007406-2/2	32	59.09	Pass	62.96	Pass	52.00	Pass	43.18	Pass
EDA	HsaALTD0002110-1/3	0	0.00	Fail	0.00	Fail	3.08	Pass	2.77	Pass
EDA	HsaALTD0002110-2/3	36	0.00	Fail	0.00	Fail	47.60	Pass	59.85	Pass
EDA	HsaALTD0002110-3/3	42	100.00	Fail	100.00	Fail	49.32	Pass	37.38	Pass
B4GALT3	HsaALTD0000636-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
B4GALT3	HsaALTD0000636-2/2	146	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
FAM160B2	HsaALTD0002402-1/2	0	0.00	Pass	0.00	Pass	0.47	Pass	0.00	Pass
FAM160B2	HsaALTD0002402-2/2	6	100.00	Pass	100.00	Pass	99.53	Pass	100.00	Pass
APOA2	HsaALTD0000400-1/2	0	NA	Fail	NA	Fail	84.57	Pass	83.22	Pass
APOA2	HsaALTD0000400-2/2	17	NA	Fail	NA	Fail	15.43	Pass	16.78	Pass
KIAA1967	HsaALTD0003471-1/2	0	0.63	Pass	0.49	Pass	0.00	Pass	0.38	Pass
KIAA1967	HsaALTD0003471-2/2	21	99.37	Pass	99.51	Pass	100.00	Pass	99.62	Pass
CDC42SE2	HsaALTD0001306-1/2	0	99.58	Pass	100.00	Pass	99.46	Pass	100.00	Pass
CDC42SE2	HsaALTD0001306-2/2	11	0.42	Pass	0.00	Pass	0.54	Pass	0.00	Pass
EPB41	HsaALTD0002245-1/2	0	72.16	Fail	24.48	Fail	100.00	Fail	NA	Fail
EPB41	HsaALTD0002245-2/2	15	27.84	Fail	75.52	Fail	0.00	Fail	NA	Fail
ALG8	HsaALTD0000270-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
ALG8	HsaALTD0000270-2/2	35	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass
ALG8	HsaALTD0000271-1/3	0	0.00	Fail	0.00	Fail	8.33	Fail	0.00	Fail
ALG8	HsaALTD0000271-2/3	11	100.00	Fail	100.00	Fail	91.67	Fail	100.00	Fail
ALG8	HsaALTD0000271-3/3	15	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ALG8	HsaALTD0000272-1/3	0	0.00	Pass	0.00	Pass	0.67	Pass	0.00	Pass
ALG8	HsaALTD0000272-2/3	11	6.06	Pass	2.86	Pass	0.00	Pass	0.83	Pass
ALG8	HsaALTD0000272-3/3	15	93.94	Pass	97.14	Pass	99.33	Pass	99.17	Pass
FBXW5	HsaALTD0002521-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FBXW5	HsaALTD0002521-2/2	92	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
FBXW5	HsaALTD0002522-1/2	0	4.16	Pass	4.48	Pass	3.14	Pass	3.12	Pass
FBXW5	HsaALTD0002522-2/2	54	95.84	Pass	95.52	Pass	96.86	Pass	96.88	Pass
FBXW5	HsaALTD0002523-1/2	0	6.25	Fail	0.00	Fail	0.00	Fail	16.67	Fail
FBXW5	HsaALTD0002523-2/2	71	93.75	Fail	100.00	Fail	100.00	Fail	83.33	Fail
C21orf59	HsaALTD0000948-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
C21orf59	HsaALTD0000948-2/2	19	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GCFC1	HsaALTD0002739-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GCFC1	HsaALTD0002739-2/2	22	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GCFC1	HsaALTD0002740-1/2	0	46.22	Pass	34.13	Fail	18.35	Pass	26.85	Pass
GCFC1	HsaALTD0002740-2/2	17	53.78	Pass	65.87	Fail	81.65	Pass	73.15	Pass
MRPL10	HsaALTD0004004-1/2	0	99.79	Pass	99.60	Pass	98.95	Pass	99.11	Pass
MRPL10	HsaALTD0004004-2/2	149	0.21	Pass	0.40	Pass	1.05	Pass	0.89	Pass
IFNGR2	HsaALTD0003189-1/2	0	25.00	Fail	40.00	Fail	25.00	Fail	26.67	Fail
IFNGR2	HsaALTD0003189-2/2	4	75.00	Fail	60.00	Fail	75.00	Fail	73.33	Fail
GART	HsaALTD0002718-1/4	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
GART	HsaALTD0002718-2/4	69	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
GART	HsaALTD0002718-3/4	73	0.00	Fail	66.67	Fail	NA	Fail	0.00	Fail
GART	HsaALTD0002718-4/4	112	100.00	Fail	33.33	Fail	NA	Fail	100.00	Fail
GART	HsaALTD0002719-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GART	HsaALTD0002719-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LAD1	HsaALTD0003532-1/2	0	NA	Fail	NA	Fail	0.00	Pass	0.00	Pass
LAD1	HsaALTD0003532-2/2	141	NA	Fail	NA	Fail	100.00	Pass	100.00	Pass
CSRP1	HsaALTD0001708-1/2	0	0.24	Pass	0.15	Pass	0.00	Pass	0.00	Pass
CSRP1	HsaALTD0001708-2/2	18	99.76	Pass	99.85	Pass	100.00	Pass	100.00	Pass
C1QC	HsaALTD0000885-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1QC	HsaALTD0000885-2/3	23	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1QC	HsaALTD0000885-3/3	172	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATP5G1	HsaALTD0000584-1/2	0	100.00	Fail	100.00	Fail	99.23	Fail	100.00	Fail
ATP5G1	HsaALTD0000584-2/2	215	0.00	Fail	0.00	Fail	0.77	Fail	0.00	Fail
UBE2Z	HsaALTD0006987-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
UBE2Z	HsaALTD0006987-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
UBE2Z	HsaALTD0006988-1/2	0	0.00	Pass	0.35	Pass	0.58	Pass	0.31	Pass
UBE2Z	HsaALTD0006988-2/2	56	100.00	Pass	99.65	Pass	99.42	Pass	99.69	Pass
SNF8	HsaALTD0006100-1/2	0	99.89	Pass	99.09	Pass	100.00	Pass	99.06	Pass
SNF8	HsaALTD0006100-2/2	39	0.11	Pass	0.91	Pass	0.00	Pass	0.94	Pass
CCDC24	HsaALTD0001204-1/2	0	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail
CCDC24	HsaALTD0001204-2/2	15	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail
MORC3	HsaALTD0003979-1/2	0	0.00	Fail	8.85	Fail	1.74	Pass	0.00	Pass
MORC3	HsaALTD0003979-2/2	33	100.00	Fail	91.15	Fail	98.26	Pass	100.00	Pass
ADPGK	HsaALTD0000178-1/2	0	0.00	Fail	33.33	Fail	20.00	Fail	0.00	Fail
ADPGK	HsaALTD0000178-2/2	36	100.00	Fail	66.67	Fail	80.00	Fail	100.00	Fail
ADPGK	HsaALTD0000179-1/2	0	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail
ADPGK	HsaALTD0000179-2/2	51	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail
PSMD4	HsaALTD0005122-1/2	0	100.00	Pass	98.85	Pass	100.00	Pass	100.00	Pass
PSMD4	HsaALTD0005122-2/2	77	0.00	Pass	1.15	Pass	0.00	Pass	0.00	Pass
PSMD4	HsaALTD0005123-1/2	0	0.00	Pass	0.05	Pass	0.00	Pass	0.00	Pass
PSMD4	HsaALTD0005123-2/2	4	100.00	Pass	99.95	Pass	100.00	Pass	100.00	Pass
ATP13A2	HsaALTD0000564-1/2	0	41.37	Pass	52.32	Pass	41.78	Pass	44.53	Pass
ATP13A2	HsaALTD0000564-2/2	15	58.63	Pass	47.68	Pass	58.22	Pass	55.47	Pass
ATP13A2	HsaALTD0000565-1/2	0	0.00	Pass	2.35	Pass	0.00	Pass	0.00	Pass
ATP13A2	HsaALTD0000565-2/2	5	100.00	Pass	97.65	Pass	100.00	Pass	100.00	Pass
PSMB4	HsaALTD0005110-1/2	0	0.05	Pass	0.07	Pass	0.03	Pass	0.14	Pass
PSMB4	HsaALTD0005110-2/2	2	99.95	Pass	99.93	Pass	99.97	Pass	99.86	Pass
CES7	HsaALTD0001393-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CES7	HsaALTD0001393-2/2	132	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RSPRY1	HsaALTD0005626-1/2	0	50.00	Pass	57.89	Fail	7.94	Pass	22.73	Pass
RSPRY1	HsaALTD0005626-2/2	334	50.00	Pass	42.11	Fail	92.06	Pass	77.27	Pass
CCDC17	HsaALTD0001201-1/2	0	21.74	Fail	45.83	Fail	37.36	Pass	45.16	Pass
CCDC17	HsaALTD0001201-2/2	195	78.26	Fail	54.17	Fail	62.64	Pass	54.84	Pass
CCDC17	HsaALTD0001202-1/2	0	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
CCDC17	HsaALTD0001202-2/2	80	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
GPBP1L1	HsaALTD0002846-1/3	0	NA	Fail	0.00	Fail	53.83	Fail	14.17	Fail
GPBP1L1	HsaALTD0002846-2/3	54	NA	Fail	0.00	Fail	0.00	Fail	56.67	Fail
GPBP1L1	HsaALTD0002846-3/3	107	NA	Fail	100.00	Fail	46.17	Fail	29.17	Fail
NAE1	HsaALTD0004161-1/2	0	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
NAE1	HsaALTD0004161-2/2	4	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
NAE1	HsaALTD0004162-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NAE1	HsaALTD0004162-2/2	9	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GPR114	HsaALTD0002856-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPR114	HsaALTD0002856-2/2	472	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPON2	HsaALTD0006184-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Pass
SPON2	HsaALTD0006184-2/2	4	NA	Fail	NA	Fail	100.00	Fail	100.00	Pass
CTBP1	HsaALTD0001716-1/2	0	99.66	Pass	99.50	Pass	98.75	Pass	99.37	Pass
CTBP1	HsaALTD0001716-2/2	152	0.34	Pass	0.50	Pass	1.25	Pass	0.63	Pass
LRRC36	HsaALTD0003659-1/2	0	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
LRRC36	HsaALTD0003659-2/2	4	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
ZFYVE28	HsaALTD0007343-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ZFYVE28	HsaALTD0007343-2/2	207	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
RLTPR	HsaALTD0005419-1/2	0	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RLTPR	HsaALTD0005419-2/2	152	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
FAM131B	HsaALTD0002384-1/2	0	0.00	Pass	0.00	Fail	NA	Fail	NA	Fail
FAM131B	HsaALTD0002384-2/2	16	100.00	Pass	100.00	Fail	NA	Fail	NA	Fail
ZYX	HsaALTD0007552-1/2	0	99.85	Pass	99.92	Pass	100.00	Pass	100.00	Pass
ZYX	HsaALTD0007552-2/2	30	0.15	Pass	0.08	Pass	0.00	Pass	0.00	Pass
ABR	HsaALTD0000051-1/2	0	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
ABR	HsaALTD0000051-2/2	7	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
CCDC117	HsaALTD0001189-1/2	0	97.44	Pass	100.00	Pass	100.00	Pass	100.00	Fail
CCDC117	HsaALTD0001189-2/2	189	2.56	Pass	0.00	Pass	0.00	Pass	0.00	Fail
ZNF234	HsaALTD0007393-1/2	0	90.00	Fail	100.00	Fail	90.00	Fail	87.50	Fail
ZNF234	HsaALTD0007393-2/2	118	10.00	Fail	0.00	Fail	10.00	Fail	12.50	Fail
ZNF235	HsaALTD0007394-1/2	0	100.00	Fail	NA	Fail	46.77	Fail	39.73	Fail
ZNF235	HsaALTD0007394-2/2	12	0.00	Fail	NA	Fail	53.23	Fail	60.27	Fail
GRLF1	HsaALTD0002897-1/2	0	NA	Fail	100.00	Fail	100.00	Fail	20.00	Fail
GRLF1	HsaALTD0002897-2/2	19	NA	Fail	0.00	Fail	0.00	Fail	80.00	Fail
CALM3	HsaALTD0001126-1/2	0	2.73	Pass	4.37	Pass	3.82	Pass	3.80	Pass
CALM3	HsaALTD0001126-2/2	58	97.27	Pass	95.63	Pass	96.18	Pass	96.20	Pass
DFFA	HsaALTD0001894-1/2	0	100.00	Pass	98.41	Pass	100.00	Pass	100.00	Pass
DFFA	HsaALTD0001894-2/2	70	0.00	Pass	1.59	Pass	0.00	Pass	0.00	Pass
SSU72	HsaALTD0006233-1/2	0	0.17	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SSU72	HsaALTD0006233-2/2	2	99.83	Pass	100.00	Pass	100.00	Pass	100.00	Pass
UBE2J2	HsaALTD0006982-1/2	0	70.70	Pass	89.44	Pass	92.01	Fail	95.16	Pass
UBE2J2	HsaALTD0006982-2/2	167	29.30	Pass	10.56	Pass	7.99	Fail	4.84	Pass
UBE2J2	HsaALTD0006983-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
UBE2J2	HsaALTD0006983-2/2	99	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
CPAMD8	HsaALTD0001627-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPAMD8	HsaALTD0001627-2/2	10	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ANKLE1	HsaALTD0000312-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ANKLE1	HsaALTD0000312-2/2	33	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
ANKLE1	HsaALTD0000313-1/2	0	55.56	Fail	25.00	Fail	18.18	Fail	16.67	Fail
ANKLE1	HsaALTD0000313-2/2	78	44.44	Fail	75.00	Fail	81.82	Fail	83.33	Fail
CCDC58	HsaALTD0001211-1/2	0	96.92	Pass	96.34	Pass	97.59	Pass	98.25	Pass
CCDC58	HsaALTD0001211-2/2	26	3.08	Pass	3.66	Pass	2.41	Pass	1.75	Pass
KALRN	HsaALTD0003376-1/2	0	31.20	Pass	53.29	Pass	NA	Fail	NA	Fail
KALRN	HsaALTD0003376-2/2	39	68.80	Pass	46.71	Pass	NA	Fail	NA	Fail
ABCG1	HsaALTD0000041-1/2	0	65.35	Pass	81.75	Pass	NA	Fail	NA	Fail
ABCG1	HsaALTD0000041-2/2	36	34.65	Pass	18.25	Pass	NA	Fail	NA	Fail
UBASH3A	HsaALTD0006970-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UBASH3A	HsaALTD0006970-2/2	16	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WDR4	HsaALTD0007185-1/2	0	100.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
WDR4	HsaALTD0007185-2/2	95	0.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
WDR4	HsaALTD0007186-1/2	0	25.14	Pass	25.93	Pass	6.10	Pass	17.22	Pass
WDR4	HsaALTD0007186-2/2	52	74.86	Pass	74.07	Pass	93.90	Pass	82.78	Pass
CBS	HsaALTD0001175-1/2	0	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
CBS	HsaALTD0001175-2/2	35	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
CBS	HsaALTD0001176-1/2	0	4.50	Fail	8.62	Fail	4.89	Pass	13.91	Pass
CBS	HsaALTD0001176-2/2	22	95.50	Fail	91.38	Fail	95.11	Pass	86.09	Pass
U2AF1	HsaALTD0006950-1/2	0	0.00	Pass	0.16	Pass	0.00	Pass	0.00	Pass
U2AF1	HsaALTD0006950-2/2	10	100.00	Pass	99.84	Pass	100.00	Pass	100.00	Pass
HSF2BP	HsaALTD0003127-1/2	0	100.00	Fail	100.00	Fail	50.00	Fail	100.00	Fail
HSF2BP	HsaALTD0003127-2/2	9	0.00	Fail	0.00	Fail	50.00	Fail	0.00	Fail
PDXK	HsaALTD0004656-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PDXK	HsaALTD0004656-2/2	84	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PDXK	HsaALTD0004657-1/2	0	100.00	Fail	100.00	Fail	56.52	Fail	68.18	Fail
PDXK	HsaALTD0004657-2/2	205	0.00	Fail	0.00	Fail	43.48	Fail	31.82	Fail
G6PD	HsaALTD0002679-1/4	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
G6PD	HsaALTD0002679-2/4	11	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
G6PD	HsaALTD0002679-3/4	26	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
G6PD	HsaALTD0002679-4/4	34	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
G6PD	HsaALTD0002680-1/2	0	0.60	Pass	0.29	Pass	0.00	Pass	0.00	Fail
G6PD	HsaALTD0002680-2/2	4	99.40	Pass	99.71	Pass	100.00	Pass	100.00	Fail
G6PD	HsaALTD0002681-1/2	0	0.21	Pass	0.23	Pass	1.06	Pass	6.15	Pass
G6PD	HsaALTD0002681-2/2	17	99.79	Pass	99.77	Pass	98.94	Pass	93.85	Pass
CSTB	HsaALTD0001711-1/2	0	0.00	Pass	0.00	Pass	0.02	Pass	0.00	Pass
CSTB	HsaALTD0001711-2/2	30	100.00	Pass	100.00	Pass	99.98	Pass	100.00	Pass
RRP1	HsaALTD0005619-1/2	0	0.00	Fail	0.00	Fail	1.11	Pass	0.00	Pass
RRP1	HsaALTD0005619-2/2	67	100.00	Fail	100.00	Fail	98.89	Pass	100.00	Pass
GAB3	HsaALTD0002682-1/2	0	12.82	Pass	8.33	Fail	NA	Fail	NA	Fail
GAB3	HsaALTD0002682-2/2	211	87.18	Pass	91.67	Fail	NA	Fail	NA	Fail
C21orf33	HsaALTD0000942-1/2	0	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail
C21orf33	HsaALTD0000942-2/2	38	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail
C21orf33	HsaALTD0000943-1/2	0	3.33	Fail	36.36	Fail	90.91	Fail	61.90	Fail
C21orf33	HsaALTD0000943-2/2	1	96.67	Fail	63.64	Fail	9.09	Fail	38.10	Fail
C21orf2	HsaALTD0000940-1/2	0	92.31	Pass	96.05	Pass	100.00	Pass	100.00	Pass
C21orf2	HsaALTD0000940-2/2	360	7.69	Pass	3.95	Pass	0.00	Pass	0.00	Pass
C21orf2	HsaALTD0000941-1/2	0	5.77	Pass	0.00	Pass	0.00	Pass	0.00	Pass
C21orf2	HsaALTD0000941-2/2	5	94.23	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ITGB2	HsaALTD0003342-1/2	0	NA	Fail	NA	Fail	0.00	Pass	0.00	Pass
ITGB2	HsaALTD0003342-2/2	81	NA	Fail	NA	Fail	100.00	Pass	100.00	Pass
ITGB2	HsaALTD0003343-1/2	0	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
ITGB2	HsaALTD0003343-2/2	487	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
ITGB2	HsaALTD0003344-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
ITGB2	HsaALTD0003344-2/2	5	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
C21orf70	HsaALTD0000950-1/2	0	51.41	Pass	51.96	Pass	30.63	Pass	34.21	Pass
C21orf70	HsaALTD0000950-2/2	45	48.59	Pass	48.04	Pass	69.37	Pass	65.79	Pass
FTCD	HsaALTD0002658-1/2	0	NA	Fail	NA	Fail	80.65	Pass	80.95	Pass
FTCD	HsaALTD0002658-2/2	70	NA	Fail	NA	Fail	19.35	Pass	19.05	Pass
LSS	HsaALTD0003679-1/2	0	99.35	Pass	98.95	Pass	100.00	Pass	99.32	Pass
LSS	HsaALTD0003679-2/2	47	0.65	Pass	1.05	Pass	0.00	Pass	0.68	Pass
LSS	HsaALTD0003680-1/2	0	93.75	Fail	88.89	Fail	100.00	Fail	93.75	Pass
LSS	HsaALTD0003680-2/2	10	6.25	Fail	11.11	Fail	0.00	Fail	6.25	Pass
LSS	HsaALTD0003681-1/2	0	0.30	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LSS	HsaALTD0003681-2/2	33	99.70	Pass	100.00	Pass	100.00	Pass	100.00	Pass
LSS	HsaALTD0003682-1/2	0	8.67	Pass	8.49	Pass	13.96	Pass	11.14	Pass
LSS	HsaALTD0003682-2/2	33	91.33	Pass	91.51	Pass	86.04	Pass	88.86	Pass
MCM3AP	HsaALTD0003821-1/2	0	37.21	Pass	41.38	Pass	12.50	Pass	43.24	Pass
MCM3AP	HsaALTD0003821-2/2	104	62.79	Pass	58.62	Pass	87.50	Pass	56.76	Pass
PCNT	HsaALTD0004615-1/2	0	32.63	Fail	22.96	Fail	54.21	Fail	36.11	Fail
PCNT	HsaALTD0004615-2/2	237	67.37	Fail	77.04	Fail	45.79	Fail	63.89	Fail
PCNT	HsaALTD0004616-1/2	0	2.07	Pass	7.38	Fail	9.39	Fail	0.00	Fail
PCNT	HsaALTD0004616-2/2	17	97.93	Pass	92.62	Fail	90.61	Fail	100.00	Fail
DIP2A	HsaALTD0001937-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	1.46	Pass
DIP2A	HsaALTD0001937-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	98.54	Pass
DIP2A	HsaALTD0001938-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
DIP2A	HsaALTD0001938-2/2	3	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
PRMT2	HsaALTD0005061-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PRMT2	HsaALTD0005061-2/2	12	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PRMT2	HsaALTD0005062-1/2	0	0.00	Pass	0.26	Pass	0.00	Pass	0.00	Pass
PRMT2	HsaALTD0005062-2/2	42	100.00	Pass	99.74	Pass	100.00	Pass	100.00	Pass
ADAMTS13	HsaALTD0000155-1/2	0	100.00	Fail	100.00	Fail	71.43	Fail	84.38	Pass
ADAMTS13	HsaALTD0000155-2/2	80	0.00	Fail	0.00	Fail	28.57	Fail	15.63	Pass
ADAMTS13	HsaALTD0000156-1/2	0	50.72	Fail	0.00	Fail	NA	Fail	100.00	Fail
ADAMTS13	HsaALTD0000156-2/2	168	49.28	Fail	100.00	Fail	NA	Fail	0.00	Fail
SLC2A6	HsaALTD0005996-1/2	0	89.45	Pass	94.89	Pass	100.00	Fail	100.00	Fail
SLC2A6	HsaALTD0005996-2/2	4	10.55	Pass	5.11	Pass	0.00	Fail	0.00	Fail
GPSM1	HsaALTD0002871-1/2	0	96.90	Pass	98.69	Pass	100.00	Fail	100.00	Fail
GPSM1	HsaALTD0002871-2/2	87	3.10	Pass	1.31	Pass	0.00	Fail	0.00	Fail
C19orf47	HsaALTD0000871-1/2	0	93.33	Pass	92.86	Pass	62.50	Fail	75.00	Fail
C19orf47	HsaALTD0000871-2/2	53	6.67	Pass	7.14	Pass	37.50	Fail	25.00	Fail
C9orf117	HsaALTD0001076-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C9orf117	HsaALTD0001076-2/2	20	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ST6GALNAC6	HsaALTD0006245-1/2	0	98.17	Pass	98.72	Pass	90.58	Pass	97.72	Pass
ST6GALNAC6	HsaALTD0006245-2/2	130	1.83	Pass	1.28	Pass	9.42	Pass	2.28	Pass
ST6GALNAC6	HsaALTD0006246-1/2	0	NA	Fail	100.00	Fail	67.96	Fail	71.22	Pass
ST6GALNAC6	HsaALTD0006246-2/2	34	NA	Fail	0.00	Fail	32.04	Fail	28.78	Pass
SHKBP1	HsaALTD0005893-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SHKBP1	HsaALTD0005893-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SHKBP1	HsaALTD0005894-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
SHKBP1	HsaALTD0005894-2/2	166	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
ZER1	HsaALTD0007330-1/2	0	4.21	Pass	2.90	Pass	2.52	Pass	0.97	Pass
ZER1	HsaALTD0007330-2/2	48	95.79	Pass	97.10	Pass	97.48	Pass	99.03	Pass
BRSK1	HsaALTD0000752-1/2	0	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
BRSK1	HsaALTD0000752-2/2	32	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
DEDD2	HsaALTD0001877-1/2	0	5.16	Pass	4.65	Pass	6.76	Pass	2.08	Pass
DEDD2	HsaALTD0001877-2/2	15	94.84	Pass	95.35	Pass	93.24	Pass	97.92	Pass
AMICA1	HsaALTD0000290-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
AMICA1	HsaALTD0000290-2/2	33	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
NEK8	HsaALTD0004274-1/2	0	0.00	Fail	9.09	Fail	10.14	Pass	0.00	Pass
NEK8	HsaALTD0004274-2/2	50	100.00	Fail	90.91	Fail	89.86	Pass	100.00	Pass
NEK8	HsaALTD0004275-1/3	0	100.00	Fail	100.00	Fail	94.44	Fail	94.74	Fail
NEK8	HsaALTD0004275-2/3	37	0.00	Fail	0.00	Fail	5.56	Fail	0.00	Fail
NEK8	HsaALTD0004275-3/3	39	0.00	Fail	0.00	Fail	0.00	Fail	5.26	Fail
FLAD1	HsaALTD0002581-1/2	0	0.00	Pass	0.00	Pass	0.74	Pass	0.00	Pass
FLAD1	HsaALTD0002581-2/2	151	100.00	Pass	100.00	Pass	99.26	Pass	100.00	Pass
SHC1	HsaALTD0005889-1/2	0	0.91	Pass	1.17	Pass	0.45	Pass	0.25	Pass
SHC1	HsaALTD0005889-2/2	96	99.09	Pass	98.83	Pass	99.55	Pass	99.75	Pass
NLRX1	HsaALTD0004324-1/3	0	23.53	Fail	8.33	Fail	0.00	Fail	54.55	Fail
NLRX1	HsaALTD0004324-2/3	27	5.88	Fail	0.00	Fail	0.00	Fail	9.09	Fail
NLRX1	HsaALTD0004324-3/3	148	70.59	Fail	91.67	Fail	100.00	Fail	36.36	Fail
ADAR	HsaALTD0000164-1/2	0	25.74	Pass	23.06	Pass	6.66	Pass	7.60	Pass
ADAR	HsaALTD0000164-2/2	78	74.26	Pass	76.94	Pass	93.34	Pass	92.40	Pass
IL6R	HsaALTD0003240-1/2	0	0.00	Pass	0.00	Pass	2.94	Pass	1.59	Pass
IL6R	HsaALTD0003240-2/2	11	100.00	Pass	100.00	Pass	97.06	Pass	98.41	Pass
CRTC2	HsaALTD0001685-1/2	0	7.26	Pass	46.43	Fail	15.90	Pass	4.35	Fail
CRTC2	HsaALTD0001685-2/2	2	92.74	Pass	53.57	Fail	84.10	Pass	95.65	Fail
