GENE	EVENT	LENGTH	SF3B1_mutated_sample_1_1	SF3B1_mutated_sample_1_1-Q	SF3B1_mutated_sample_2_1	SF3B1_mutated_sample_2_1-Q	SF3B1_mutated_sample_3_1	SF3B1_mutated_sample_3_1-Q	SF3B1_mutated_sample_4_1	SF3B1_mutated_sample_4_1-Q	SF3B1_mutated_sample_5_1	SF3B1_mutated_sample_5_1-Q	SF3B1_mutated_sample_6_1	SF3B1_mutated_sample_6_1-Q	SF3B1_mutated_sample_7_1	SF3B1_mutated_sample_7_1-Q	SF3B1_mutated_sample_8_1	SF3B1_mutated_sample_8_1-Q	SF3B1_wildtype_sample_1_1	SF3B1_wildtype_sample_1_1-Q	SF3B1_wildtype_sample_2_1	SF3B1_wildtype_sample_2_1-Q	SF3B1_wildtype_sample_3_1	SF3B1_wildtype_sample_3_1-Q	SF3B1_wildtype_sample_4_1	SF3B1_wildtype_sample_4_1-Q
CYB5D2	HsaALTD0001763-3/3	421	NA	Fail	23.78	Fail	100.00	Fail	0.00	Fail	35.71	Fail	16.67	Fail	33.33	Fail	56.67	Fail	0.00	Fail	16.59	Fail	57.84	Pass	64.15	Fail
C19orf48	HsaALTD0000872-1/2	0	0.00	Pass	0.45	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.48	Pass	0.48	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
C19orf48	HsaALTD0000872-2/2	4	100.00	Pass	99.55	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.52	Pass	99.52	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
KLK2	HsaALTD0003506-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK2	HsaALTD0003506-2/2	37	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK5	HsaALTD0003507-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK5	HsaALTD0003507-2/2	17	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK11	HsaALTD0003504-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK11	HsaALTD0003504-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK13	HsaALTD0003505-1/2	0	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KLK13	HsaALTD0003505-2/2	219	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NDUFV1	HsaALTD0004259-1/2	0	0.00	Pass	0.52	Pass	1.81	Pass	2.75	Pass	0.71	Pass	1.46	Pass	1.17	Pass	2.45	Pass	0.00	Pass	2.99	Pass	0.50	Pass	1.83	Pass
NDUFV1	HsaALTD0004259-2/2	27	100.00	Pass	99.48	Pass	98.19	Pass	97.25	Pass	99.29	Pass	98.54	Pass	98.83	Pass	97.55	Pass	100.00	Pass	97.01	Pass	99.50	Pass	98.17	Pass
NDUFV1	HsaALTD0004260-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.72	Pass	0.41	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.00	Pass
NDUFV1	HsaALTD0004260-2/2	21	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.28	Pass	99.59	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.00	Pass
FDX1L	HsaALTD0002540-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	4.76	Fail	0.00	Fail	0.00	Fail
FDX1L	HsaALTD0002540-2/2	118	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	95.24	Fail	100.00	Fail	100.00	Fail
ZNF232	HsaALTD0007392-1/2	0	7.41	Fail	0.00	Fail	0.00	Fail	16.67	Fail	5.71	Fail	0.00	Fail	0.00	Fail	4.55	Fail	NA	Fail	3.57	Fail	0.00	Fail	NA	Fail
ZNF232	HsaALTD0007392-2/2	317	92.59	Fail	100.00	Fail	100.00	Fail	83.33	Fail	94.29	Fail	100.00	Fail	100.00	Fail	95.45	Fail	NA	Fail	96.43	Fail	100.00	Fail	NA	Fail
SRP68	HsaALTD0006201-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.60	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	6.25	Pass
SRP68	HsaALTD0006201-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	99.40	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	93.75	Pass
TMC8	HsaALTD0006573-1/2	0	21.11	Pass	32.68	Pass	20.00	Pass	15.06	Pass	31.48	Pass	25.53	Pass	13.74	Pass	18.88	Pass	28.37	Pass	26.32	Pass	38.19	Pass	23.07	Pass
TMC8	HsaALTD0006573-2/2	35	78.89	Pass	67.32	Pass	80.00	Pass	84.94	Pass	68.52	Pass	74.47	Pass	86.26	Pass	81.12	Pass	71.63	Pass	73.68	Pass	61.81	Pass	76.93	Pass
TK1	HsaALTD0006538-1/2	0	1.20	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TK1	HsaALTD0006538-2/2	48	98.80	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TMEM68	HsaALTD0006649-1/2	0	48.57	Pass	97.73	Pass	78.08	Pass	82.80	Pass	88.10	Pass	95.45	Fail	66.67	Pass	95.00	Pass	100.00	Fail	94.87	Pass	86.67	Pass	84.00	Fail
TMEM68	HsaALTD0006649-2/2	42	51.43	Pass	2.27	Pass	21.92	Pass	17.20	Pass	11.90	Pass	4.55	Fail	33.33	Pass	5.00	Pass	0.00	Fail	5.13	Pass	13.33	Pass	16.00	Fail
TMEM68	HsaALTD0006650-1/2	0	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM68	HsaALTD0006650-2/2	215	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM99	HsaALTD0006662-1/2	0	33.33	Fail	0.00	Fail	40.00	Fail	24.00	Fail	0.00	Fail	0.00	Pass	5.26	Fail	0.00	Fail	NA	Fail	10.53	Fail	7.89	Pass	16.67	Fail
TMEM99	HsaALTD0006662-2/2	38	66.67	Fail	100.00	Fail	60.00	Fail	76.00	Fail	100.00	Fail	100.00	Pass	94.74	Fail	100.00	Fail	NA	Fail	89.47	Fail	92.11	Pass	83.33	Fail
ITFG3	HsaALTD0003325-1/2	0	99.03	Pass	98.79	Pass	92.73	Pass	100.00	Pass	95.89	Pass	95.74	Pass	98.59	Pass	100.00	Pass	99.14	Pass	96.58	Pass	97.81	Pass	100.00	Pass
ITFG3	HsaALTD0003325-2/2	4	0.97	Pass	1.21	Pass	7.27	Pass	0.00	Pass	4.11	Pass	4.26	Pass	1.41	Pass	0.00	Pass	0.86	Pass	3.42	Pass	2.19	Pass	0.00	Pass
ZNF598	HsaALTD0007473-1/2	0	34.68	Pass	37.11	Pass	39.29	Pass	27.03	Pass	31.76	Pass	46.88	Pass	30.19	Pass	38.46	Pass	48.72	Pass	37.50	Pass	39.44	Pass	40.00	Pass
ZNF598	HsaALTD0007473-2/2	18	65.32	Pass	62.89	Pass	60.71	Pass	72.97	Pass	68.24	Pass	53.13	Pass	69.81	Pass	61.54	Pass	51.28	Pass	62.50	Pass	60.56	Pass	60.00	Pass
ZNF598	HsaALTD0007474-1/2	0	12.59	Pass	14.97	Pass	3.06	Pass	10.96	Pass	6.99	Pass	8.47	Pass	28.57	Pass	7.70	Pass	15.54	Pass	8.71	Pass	15.49	Pass	4.71	Pass
ZNF598	HsaALTD0007474-2/2	9	87.41	Pass	85.03	Pass	96.94	Pass	89.04	Pass	93.01	Pass	91.53	Pass	71.43	Pass	92.30	Pass	84.46	Pass	91.29	Pass	84.51	Pass	95.29	Pass
RAB26	HsaALTD0005229-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAB26	HsaALTD0005229-2/3	2	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAB26	HsaALTD0005229-3/3	6	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MLST8	HsaALTD0003953-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail
MLST8	HsaALTD0003953-2/2	32	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
SRRM2	HsaALTD0006206-1/2	0	8.59	Pass	6.88	Pass	11.49	Pass	5.08	Pass	21.78	Pass	7.62	Pass	3.39	Pass	15.79	Pass	0.00	Pass	8.45	Pass	0.00	Pass	0.00	Pass
SRRM2	HsaALTD0006206-2/2	18	91.41	Pass	93.12	Pass	88.51	Pass	94.92	Pass	78.22	Pass	92.38	Pass	96.61	Pass	84.21	Pass	100.00	Pass	91.55	Pass	100.00	Pass	100.00	Pass
DDB1	HsaALTD0001833-1/2	0	0.00	Pass	0.00	Pass	0.28	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DDB1	HsaALTD0001833-2/2	48	100.00	Pass	100.00	Pass	99.72	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DDB1	HsaALTD0001834-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DDB1	HsaALTD0001834-2/2	238	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DDB1	HsaALTD0001835-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DDB1	HsaALTD0001835-2/2	67	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
BEST1	HsaALTD0000700-1/2	0	35.98	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	66.00	Fail	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail	74.44	Fail
BEST1	HsaALTD0000700-2/2	203	64.02	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	34.00	Fail	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail	25.56	Fail
BSCL2	HsaALTD0000759-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
BSCL2	HsaALTD0000759-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
BSCL2	HsaALTD0000760-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.88	Pass	2.57	Pass	3.16	Pass	2.14	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
BSCL2	HsaALTD0000760-2/2	30	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.12	Pass	97.43	Pass	96.84	Pass	97.86	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
BSCL2	HsaALTD0000761-1/2	0	93.63	Fail	82.08	Pass	88.40	Pass	78.68	Pass	81.75	Pass	85.20	Pass	91.48	Pass	70.00	Pass	97.51	Pass	87.18	Pass	79.94	Pass	80.77	Fail
BSCL2	HsaALTD0000761-2/2	287	6.37	Fail	17.92	Pass	11.60	Pass	21.32	Pass	18.25	Pass	14.80	Pass	8.52	Pass	30.00	Pass	2.49	Pass	12.82	Pass	20.06	Pass	19.23	Fail
SLC3A2	HsaALTD0006019-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	5.18	Fail	0.00	Fail	0.00	Fail	NA	Fail	9.37	Pass	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SLC3A2	HsaALTD0006019-2/2	42	100.00	Fail	100.00	Fail	100.00	Fail	94.82	Fail	100.00	Fail	100.00	Fail	NA	Fail	90.63	Pass	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
ATG16L2	HsaALTD0000540-1/2	0	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail	83.33	Fail	NA	Fail	100.00	Fail	75.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
ATG16L2	HsaALTD0000540-2/2	15	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail	16.67	Fail	NA	Fail	0.00	Fail	25.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
ATG16L2	HsaALTD0000541-1/2	0	0.00	Pass	2.31	Pass	3.46	Pass	0.00	Pass	0.00	Pass	1.99	Pass	0.00	Pass	2.06	Pass	0.00	Pass	2.00	Pass	2.86	Pass	1.68	Pass
ATG16L2	HsaALTD0000541-2/2	4	100.00	Pass	97.69	Pass	96.54	Pass	100.00	Pass	100.00	Pass	98.01	Pass	100.00	Pass	97.94	Pass	100.00	Pass	98.00	Pass	97.14	Pass	98.32	Pass
ATG16L2	HsaALTD0000542-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATG16L2	HsaALTD0000542-2/3	10	0.00	Pass	0.00	Pass	0.00	Pass	7.14	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	1.18	Pass	0.00	Pass	2.99	Pass
ATG16L2	HsaALTD0000542-3/3	14	100.00	Pass	100.00	Pass	100.00	Pass	92.86	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	98.82	Pass	100.00	Pass	97.01	Pass
TTC21A	HsaALTD0006872-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TTC21A	HsaALTD0006872-2/2	13	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
TTC21A	HsaALTD0006873-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	80.45	Fail	31.37	Fail	0.00	Fail	100.00	Fail	100.00	Fail	35.42	Fail	64.65	Fail	NA	Fail
TTC21A	HsaALTD0006873-2/2	134	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	19.55	Fail	68.63	Fail	100.00	Fail	0.00	Fail	0.00	Fail	64.58	Fail	35.35	Fail	NA	Fail
RPSA	HsaALTD0005601-1/2	0	90.07	Pass	81.79	Pass	98.10	Pass	90.15	Pass	92.40	Pass	90.62	Pass	91.38	Pass	88.44	Pass	100.00	Fail	67.74	Pass	100.00	Pass	75.00	Pass
RPSA	HsaALTD0005601-2/2	318	9.93	Pass	18.21	Pass	1.90	Pass	9.85	Pass	7.60	Pass	9.38	Pass	8.62	Pass	11.56	Pass	0.00	Fail	32.26	Pass	0.00	Pass	25.00	Pass
RPSA	HsaALTD0005602-1/2	0	12.90	Pass	6.15	Pass	0.00	Fail	10.00	Pass	5.88	Pass	0.00	Fail	25.00	Fail	10.42	Pass	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
RPSA	HsaALTD0005603-1/2	0	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RPSA	HsaALTD0005603-2/2	6	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
RPSA	HsaALTD0005604-1/2	0	100.00	Fail	20.84	Fail	21.07	Fail	10.80	Fail	16.61	Fail	30.61	Fail	50.72	Fail	32.21	Fail	NA	Fail	13.23	Fail	0.00	Fail	0.00	Fail
RPSA	HsaALTD0005604-2/2	15	0.00	Fail	79.16	Fail	78.93	Fail	89.20	Fail	83.39	Fail	69.39	Fail	49.28	Fail	67.79	Fail	NA	Fail	86.77	Fail	100.00	Fail	100.00	Fail
ENTPD3	HsaALTD0002239-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ENTPD3	HsaALTD0002239-2/2	130	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CTNNB1	HsaALTD0001723-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CTNNB1	HsaALTD0001723-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ULK4	HsaALTD0007037-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ULK4	HsaALTD0007037-2/2	66	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LTBP3	HsaALTD0003686-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
LTBP3	HsaALTD0003686-2/2	112	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LTBP3	HsaALTD0003687-1/2	0	0.00	Pass	8.10	Fail	9.62	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	2.58	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.41	Pass
LTBP3	HsaALTD0003687-2/2	22	100.00	Pass	91.90	Fail	90.38	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	97.42	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.59	Pass
SF1	HsaALTD0005819-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SF1	HsaALTD0005819-2/2	22	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SF1	HsaALTD0005820-1/2	0	91.42	Pass	89.31	Pass	88.06	Pass	90.29	Pass	86.13	Pass	91.11	Pass	90.53	Pass	85.32	Pass	87.13	Pass	86.12	Pass	88.51	Pass	86.94	Pass
SF1	HsaALTD0005820-2/2	4	8.58	Pass	10.69	Pass	11.94	Pass	9.71	Pass	13.87	Pass	8.89	Pass	9.47	Pass	14.68	Pass	12.87	Pass	13.88	Pass	11.49	Pass	13.06	Pass
CCDC88B	HsaALTD0001220-1/2	0	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	90.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
CCDC88B	HsaALTD0001220-2/2	5	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	10.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
CCDC88B	HsaALTD0001221-1/2	0	0.00	Pass	41.85	Pass	16.59	Pass	0.00	Fail	8.83	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CCDC88B	HsaALTD0001221-2/2	142	100.00	Pass	58.15	Pass	83.41	Pass	100.00	Fail	91.17	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PBK	HsaALTD0004596-1/2	0	26.32	Pass	16.67	Pass	11.11	Fail	20.45	Pass	35.00	Pass	31.58	Pass	30.00	Fail	20.25	Pass	NA	Fail	19.23	Pass	39.29	Pass	50.00	Fail
PBK	HsaALTD0004596-2/2	58	73.68	Pass	83.33	Pass	88.89	Fail	79.55	Pass	65.00	Pass	68.42	Pass	70.00	Fail	79.75	Pass	NA	Fail	80.77	Pass	60.71	Pass	50.00	Fail
PBK	HsaALTD0004597-1/2	0	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	92.31	Pass	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
PBK	HsaALTD0004597-2/2	14	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	7.69	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
COPS6	HsaALTD0001595-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.88	Pass	0.00	Pass	0.00	Pass
COPS6	HsaALTD0001595-2/2	13	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.12	Pass	100.00	Pass	100.00	Pass
COPS6	HsaALTD0001596-1/2	0	0.00	Pass	2.75	Pass	3.89	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.63	Pass	0.48	Pass	3.14	Pass
COPS6	HsaALTD0001596-2/2	23	100.00	Pass	97.25	Pass	96.11	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.37	Pass	99.52	Pass	96.86	Pass
COPS6	HsaALTD0001597-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.17	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.72	Pass	0.00	Pass	0.00	Pass
COPS6	HsaALTD0001597-2/3	86	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.63	Pass	0.00	Pass	2.03	Pass	0.00	Pass	0.00	Pass
COPS6	HsaALTD0001597-3/3	88	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.83	Pass	100.00	Pass	99.37	Pass	100.00	Pass	97.26	Pass	100.00	Pass	100.00	Pass
ANKS3	HsaALTD0000338-1/2	0	100.00	Pass	100.00	Pass	71.43	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	90.93	Fail	100.00	Fail	100.00	Fail
ANKS3	HsaALTD0000338-2/2	218	0.00	Pass	0.00	Pass	28.57	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	9.07	Fail	0.00	Fail	0.00	Fail
SETD5	HsaALTD0005813-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	97.80	Pass	96.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.26	Pass
SETD5	HsaALTD0005813-2/2	143	0.00	Pass	0.00	Pass	0.00	Pass	2.20	Pass	4.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.74	Pass
THAP9	HsaALTD0006499-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	83.73	Fail	100.00	Fail
THAP9	HsaALTD0006499-2/2	10	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	16.27	Fail	0.00	Fail
RBPJ	HsaALTD0005339-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	9.04	Fail	50.72	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RBPJ	HsaALTD0005339-2/2	118	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	90.96	Fail	49.28	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZCCHC4	HsaALTD0007313-1/2	0	0.00	Fail	2.94	Pass	0.00	Pass	11.11	Pass	18.75	Fail	5.00	Fail	4.55	Fail	5.88	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ZCCHC4	HsaALTD0007313-2/2	94	100.00	Fail	97.06	Pass	100.00	Pass	88.89	Pass	81.25	Fail	95.00	Fail	95.45	Fail	94.12	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
